,id,name,address,city,state,zip,county,phone,CMS Region,ownership,startdate,beds,LAT,LON
257,232031,"SELECT SPECIALTY HOSPITAL-WYANDOTTE, LLC","2333 BIDDLE AVENUE, 8TH FLOOR",WYANDOTTE,MI,48192,Wayne,(313) 375-7075,5,For profit,09/28/2001 12:00:00 AM,40,42.211157,-83.15656
258,192049,"PROMISE HOSPITAL OF BATON ROUGE, INC",17000 MEDICAL CENTER DR 3RD FLOOR,BATON ROUGE,LA,70816,East Baton Rouge,(225) 236-5440,6,For profit,01/01/2004 00:00,57,30.448454,-91.125899
259,262019,MOSIAC LIFE CARE AT ST JOSEPH,5325 FARAON STREET,SAINT JOSEPH,MO,64506,Buchanan,(816) 271-6480,7,Non-profit,10/02/2009 00:00,41,39.889405,-94.892276
260,452075,KINDRED HOSPITAL CLEAR LAKE,350 BLOSSOM ST,WEBSTER,TX,77598,Harris,(281) 316-7800,6,For profit,09/01/2000 00:00,147,29.532072,-95.116478
261,62013,KINDRED HOSPITAL AURORA,700 POTOMAC ST 2ND FLOOR,AURORA,CO,80011,Adams,(720) 857-8333,8,For profit,05/01/1998 00:00,37,39.688002,-104.68974
262,372011,"TULSA-AMG SPECIALTY HOSPITAL, LLC","2408 E 81ST STREET, STE 2800",TULSA,OK,74137,Tulsa,(918) 710-3620,6,For profit,05/08/1997 00:00,40,36.127949,-95.902316
263,12011,"NOLAND HOSPITAL ANNISTON II, LLC","400 EAST 10TH STREET, 4TH FLOOR",ANNISTON,AL,36202,Calhoun,(256) 741-6141,4,Non-profit,07/21/2004 12:00:00 AM,38,33.67344,-85.810918
264,42004,CHRISTUS DUBUIS HOSPITAL OF HOT SPRINGS,"300 WERNER STREET, 3RD FLOOR",HOT SPRINGS,AR,71913,Garland,(501) 609-4333,6,Non-profit,10/01/1999 00:00,27,34.494338,-93.047883
265,222043,VIBRA HOSPITAL OF SOUTHEASTERN MASSACHUSETTS,4499 ACUSHNET AVENUE,NEW BEDFORD,MA,2745,Bristol,(508) 995-6900,1,For profit,01/01/1993 00:00,90,41.661303,-70.937913
266,442011,SELECT SPECIALTY HOSPITAL-NASHVILLE,2000 HAYES STREET,NASHVILLE,TN,37203,Davidson,(615) 284-4599,4,For profit,05/01/1996 00:00,70,36.1718,-86.785002
267,262018,KINDRED HOSPITAL NORTHLAND,500 NW 68TH STREET,KANSAS CITY,MO,64118,Clay,(816) 420-6300,7,For profit,05/06/2008 00:00,35,39.139536,-94.564736
268,252012,"REGENCY HOSPITAL OF JACKSON, LLC","969 LAKELAND DRIVE, 6TH FLOOR",JACKSON,MS,39216,Hinds,(601) 364-6200,4,For profit,10/01/2006 00:00,36,32.315831,-90.212823
269,452042,CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,2830 CALDER AVENUE 4TH FLOOR,BEAUMONT,TX,77702,Jefferson,(409) 899-7680,6,Non-profit,07/01/1994 00:00,53,30.084343,-94.145774
270,142013,GREATER PEORIA SPECIALTY HOSPITAL,500 W ROMEO B GARRETT AVENUE,PEORIA,IL,61605,Peoria,(309) 680-1500,5,Non-profit,05/01/2010 00:00,50,40.636584,-89.635871
271,452033,TEXAS CENTER FOR INFECTIOUS DISEASE,2303 SE MILITARY DR P O BOX 23340,SAN ANTONIO,TX,78223,Bexar,(210) 534-8857,6,Government,09/01/1994 00:00,75,29.233462,-98.531182
272,522007,LIFECARE HOSPITALS OF WISCONSIN,2400 GOLF ROAD,PEWAUKEE,WI,53072,Waukesha,(262) 524-2600,5,For profit,02/01/2001 00:00,17,43.066145,-88.244459
273,392031,SELECT SPECIALTY HOSPITAL - JOHNSTOWN,320 MAIN STREET,JOHNSTOWN,PA,15901,Cambria,(814) 534-7300,3,Non-profit,05/01/1999 00:00,39,40.326132,-78.919139
274,102019,KINDRED HOSPITAL OCALA,"1500 SW 1ST AVENUE, 5TH FLOOR",OCALA,FL,34474,Marion,(352) 369-0513,4,For profit,06/01/2006 00:00,31,29.180314,-82.148787
275,32005,SELECT SPECIALTY HOSPITAL ARIZONA,"7400 EAST OSBORN RD, 3RD FLOOR",SCOTTSDALE,AZ,85251,Maricopa,(717) 972-1100,9,For profit,06/01/2000 00:00,62,33.668727,-111.823682
276,452041,CARRUS SPECIALTY HOSPITAL,1810 WEST HIGHWAY 82,SHERMAN,TX,75092,Grayson,(903) 416-4441,6,Physician,07/01/1994 00:00,16,33.605733,-96.621911
277,332008,COLER-GOLDWATER  SPECIALTY HOSPITAL,1752 PARK AVENUE,NEW YORK,NY,10035,New York,(212) 318-8000,2,Government,07/01/1970 00:00,411,40.664274,-73.9385
278,262011,KINDRED HOSPITAL - KANSAS CITY,8701 TROOST AVENUE,KANSAS CITY,MO,64131,Jackson,(816) 995-2000,7,For profit,08/01/1992 00:00,167,39.125212,-94.551136
279,452105,BAYLOR SCOTT  &  WHITE CONTINUING CARE HOSPITAL,546 N KEGLEY ROAD,TEMPLE,TX,76502,Bell,(254) 215-0900,6,Non-profit,01/01/2008 00:00,50,31.105656,-97.382522
280,392038,LIFECARE HOSPITALS OF MECHANICSBURG,4950 WILSON LANE,MECHANICSBURG,PA,17055,Cumberland,(717) 790-8540,3,For profit,01/01/2002 00:00,68,40.211404,-77.00593
281,372017,LANE FROST HEALTH AND REHABILITATION CENTER,2815 EAST JACKSON,HUGO,OK,74743,Choctaw,(580) 326-9200,6,Non-profit,07/01/2004 00:00,60,34.009964,-95.509409
282,62017,NORTHERN COLORADO LONG TERM ACUTE HOSP - LONG TERM,4401 UNION STREET,JOHNSTOWN,CO,80534,Larimer,(970) 619-3663,8,For profit,03/01/2009 00:00,20,40.29796,-104.932939
283,152020,"ST VINCENT SETON SPECIALTY HOSPITAL, INDIANAPOLIS",8050 TOWNSHIP LINE RD,INDIANAPOLIS,IN,46260,Marion,(317) 415-8500,5,Non-profit,02/08/2003 00:00,74,39.776664,-86.145935
284,372005,EDMOND - AMG SPECIALTY HOSPITAL,1100 EAST 9TH STREET,EDMOND,OK,73034,Oklahoma,(405) 341-5617,6,For profit,06/01/1993 00:00,37,35.673807,-97.413076
285,192022,LIFECARE SPECIALTY HOSPITAL OF NORTH LOUISIANA,1401 EZELL STREET,RUSTON,LA,71270,Lincoln,(318) 251-3126,6,For profit,07/01/1997 00:00,55,32.532986,-92.635327
286,232039,PIONEER SPECIALTY HOSPITAL,50 NORTH PERRY,PONTIAC,MI,48342,Oakland,(248) 593-1990,5,For profit,10/20/2014 12:00:00 AM,30,42.649228,-83.287363
287,192013,CORNERSTONE HOSPITAL SOUTHWEST LOUISIANA,703 CYPRESS STREET,SULPHUR,LA,70663,Calcasieu,(337) 310-6033,6,Non-profit,03/01/1995 00:00,30,30.230538,-93.355222
288,192012,CHRISTUS DUBUIS HOSPITAL OF ALEXANDRIA,3330 MASONIC DR,ALEXANDRIA,LA,71301,Rapides,(318) 448-4960,6,Non-profit,07/01/1994 00:00,25,31.293449,-92.470189
289,112015,SOUTHERN CRESCENT HOSPITAL FOR SPECIALTY CARE,11 UPPER RIVERDALE ROAD SW 6TH FLOOR,RIVERDALE,GA,30274,Clayton,(770) 897-7600,4,Non-profit,07/01/2004 00:00,30,33.552242,-84.412973
290,192011,LIFECARE HOSPITALS OF SHREVEPORT,9320 LINWOOD AVENUE,SHREVEPORT,LA,71106,Caddo,(318) 688-8504,6,For profit,01/01/1994 00:00,119,32.46702,-93.792684
291,152008,KINDRED HOSPITAL- INDIANAPOLIS SOUTH,607 GREENWOOD SPRINGS DRIVE,GREENWOOD,IN,46143,Johnson,(317) 888-8155,5,For profit,06/01/1994 00:00,60,39.609531,-86.10724
292,452019,KINDRED HOSPITAL FORT WORTH- MANSFIELD,1802 HIGHWAY 157 NORTH,MANSFIELD,TX,76063,Tarrant,(817) 332-4812,6,For profit,07/18/1990 12:00:00 AM,55,26.569308,-97.442331
293,422008,GHS NORTH GREENVILLE LTACH,807 NORTH MAIN STREET,TRAVELERS REST,SC,29690,Greenville,(864) 834-5132,4,Non-profit,03/01/2004 00:00,45,34.967756,-82.441162
294,222045,CURAHEALTH BOSTON,1515 COMMONWEALTH AVENUE,BOSTON,MA,2135,Suffolk,(617) 254-1100,1,Non-profit,09/01/1994 00:00,59,42.33196,-71.020173
295,102003,SELECT SPECIALTY HOSPITAL - ORLANDO, 5579 S ORANGE AVE,ORLANDO,FL,32809,Orange,(407) 303-1766,4,For profit,01/01/2004 00:00,75,28.415886,-81.29875
296,272001,ADVANCED CARE HOSPITAL OF MONTANA,3528 GABEL RD,BILLINGS,MT,59102,Yellowstone,(406) 373-8000,8,For profit,09/01/2008 00:00,40,45.789518,-108.549891
297,452112,ICON HOSPITAL,19211 MCKAY BLVD,HUMBLE,TX,77338,Harris,(704) 887-7283,6,For profit,02/01/2009 00:00,54,29.988144,-95.26831
298,52035,KINDRED HOSPITAL WESTMINSTER,200 HOSPITAL CIRCLE,WESTMINSTER,CA,92683,Orange,(714) 893-4541,9,For profit,06/01/1993 00:00,109,33.752153,-117.993755
299,452109,INTEGRITY TRANSITIONAL HOSPITAL,2813 SOUTH MAYHILL ROAD,DENTON,TX,76208,Denton,(816) 729-2740,6,For profit,11/21/2007 12:00:00 AM,24,33.215139,-97.141687
300,12006,INFIRMARY LTAC HOSPITAL,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,Mobile,(251) 660-5611,4,Non-profit,10/01/1993 00:00,38,30.668426,-88.100226
301,72004,HOSPITAL FOR SPECIAL CARE,2150 CORBIN AVE,NEW BRITAIN,CT,6050,Hartford,(860) 223-2761,1,Non-profit,07/01/1966 00:00,228,41.676555,-72.786161
302,422006,CONTINUECARE HOSPITAL AT PALMETTO HEALTH BAPTIST,1330 TAYLOR AT MARION STREET,COLUMBIA,SC,29220,Richland,(803) 296-3757,4,Non-profit,08/01/1999 00:00,35,34.029783,-80.896566
303,62009,KINDRED HOSPITAL-DENVER,1920 HIGH ST,DENVER,CO,80218,Denver,(303) 331-5219,8,For profit,02/01/1991 00:00,68,39.761849,-104.880625
304,452106,PAM SPECIALTY HOSPITAL OF NEW BRAUNFELS,1445 HANZ DRIVE,NEW BRAUNFELS,TX,78130,Comal,(830) 627-7600,6,Non-profit,05/01/2008 00:00,40,29.699301,-98.115109
305,282003,MADONNA REHABILITATION SPECIALTY HOSPITAL OMAHA,17500 BURKE STREET,OMAHA,NE,68118,Douglas,(402) 401-3000,7,Non-profit,03/01/2015 00:00,32,41.264675,-96.041927
306,192043,RIVERSIDE HOSPITAL OF LOUISIANA INC,13 HEYMAN LANE,ALEXANDRIA,LA,71306,Rapides,(318) 767-2900,6,For profit,08/01/2003 00:00,28,31.293449,-92.470189
307,112006,DEKALB MEDICAL CENTER AT DECATUR,450 NORTH CANDLER STREET,DECATUR,GA,30030,DeKalb,(404) 377-0221,4,Non-profit,11/15/1996 12:00:00 AM,76,33.771455,-84.297857
308,292003,HORIZON SPECIALTY HOSPITAL,640 DESERT LANE,LAS VEGAS,NV,89106,Clark,(702) 382-3155,9,For profit,06/01/1994 00:00,199,36.282974,-115.089262
309,452083,MID-JEFFERSON EXTENDED CARE HOSPITAL,2600 HWY 365,NEDERLAND,TX,77627,Jefferson,(409) 726-8700,6,For profit,10/01/2003 00:00,48,29.970853,-94.000241
310,52045,KINDRED HOSPITAL BALDWIN PARK,14148 FRANCISQUITO AVENUE,BALDWIN PARK,CA,91706,Los Angeles,(626) 388-2700,9,For profit,09/01/2004 00:00,95,34.082824,-117.971286
311,232030,SELECT SPECIALTY HOSPITAL-PONTIAC,"44405 WOODWARD AVENUE, 8TH FLOOR",PONTIAC,MI,48341,Oakland,(248) 452-5200,5,For profit,02/01/2002 00:00,30,42.649228,-83.287363
312,222027,NEW ENGLAND SINAI HOSPITAL,150 YORK STREET,STOUGHTON,MA,2072,Norfolk,(781) 364-4850,1,Non-profit,04/30/1976 12:00:00 AM,212,42.119006,-71.10365
313,452060,VIBRA HOSPITAL OF AMARILLO,7500 WALLACE BLVD,AMARILLO,TX,79120,Potter,(806) 351-1600,6,For profit,08/01/1998 00:00,72,35.235132,-101.79198
314,142006,THC CHICAGO INC DBA KINDRED HOSP,225 EDWARD STREET,SYCAMORE,IL,60178,DeKalb,(815) 895-2144,5,For profit,01/01/1988 00:00,69,41.9967,-88.677526
315,192036,POST ACUTE SPECIALTY HOSPITAL OF HAMMOND,42074 VETERANS AVENUE,HAMMOND,LA,70403,Tangipahoa,(985) 902-8148,6,For profit,09/01/2002 00:00,40,30.50565,-90.456493
316,52049,KINDRED HOSPITAL RANCHO,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,CA,91730,San Bernardino,(909) 581-6400,9,For profit,10/01/2006 00:00,55,34.123315,-117.564207
317,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,RI,2921,Providence,(401) 462-1525,1,Government,07/01/1966 00:00,495,41.769734,-71.485049
318,192004,PROMISE HOSPITAL BATON ROUGE,5130 MANCUSO LANE,BATON ROUGE,LA,70809,East Baton Rouge,(225) 490-9600,6,For profit,09/18/1988 12:00:00 AM,54,30.448454,-91.125899
319,362026,SELECT SPECIALTY HOSPITAL- CLEVELAND FAIRHILL,11900 FAIRHILL ROAD,CLEVELAND,OH,44120,Cuyahoga,(216) 983-8030,5,For profit,10/01/2000 00:00,119,41.511075,-81.561766
320,362022,"SELECT SPECIALTY HOSPITAL-COLUMBUS, INC","1087 DENNISON AVENUE, 2ND FLOOR",COLUMBUS,OH,43201,Franklin,(614) 458-9000,5,Non-profit,09/01/1999 00:00,186,39.984799,-82.985044
321,222044,CURAHEALTH BOSTON NORTH SHORE,15 KING STREET,PEABODY,MA,1960,Essex,(508) 531-2900,1,For profit,05/01/1994 00:00,50,42.534279,-70.969782
322,102021,BAYCARE ALLIANT HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,Pinellas,(727) 734-6302,4,Non-profit,03/06/2008 00:00,48,28.025744,-82.815358
323,102017,SELECT SPECIALTY HOSPITAL - PANAMA CITY,615 N BONITA AVE,PANAMA CITY,FL,32401,Bay,(850) 767-3180,4,Government,08/01/2004 00:00,30,30.167122,-85.672509
324,102029,PROMISE HOSPITAL OF FORT MYERS,3050 CHAMPION RING ROAD,FORT MYERS,FL,33905,Lee,(708) 363-4925,4,For profit,09/01/2015 00:00,60,26.61901,-81.831956
325,452086,POST ACUTE MEDICAL SPECIALTY HOSPITAL CORPUS CH,600 ELIZABETH STREET 3RD FLOOR,CORPUS CHRISTI,TX,78404,Nueces,(361) 881-3223,6,Non-profit,04/01/2004 00:00,22,27.754252,-97.173385
326,252013,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,"300 SOUTH WASHINGTON AVE, 3RD FLOOR",GREENVILLE,MS,38701,Washington,(662) 332-7344,4,For profit,11/01/2011 00:00,39,33.383461,-91.052314
327,292004,TAHOE PACIFIC HOSPITAL - MEADOWS,10101 DOUBLE R BLVD-1ST FLOOR,RENO,NV,89521,Washoe,(775) 331-1044,9,For profit,09/01/1997 00:00,39,39.474487,-119.776538
328,452056,PAM  SPECIALTY HOSPITAL OF VICTORIA SOUTH,506 EAST SAN ANTONIO STREET  3RD FLOOR,VICTORIA,TX,77901,Victoria,(361) 575-1445,6,For profit,10/10/1997 00:00,23,28.826891,-96.985409
329,362015,GRACE HOSPITAL,20000 HARVARD ROAD,WARRENSVILLE HEIGHTS,OH,44122,Cuyahoga,(216) 491-7295,5,Non-profit,07/01/1995 00:00,104,41.439278,-81.521749
330,252010,GREENWOOD - AMG SPECIALTY HOSPITAL,1401 RIVER ROAD 2ND FLOOR,GREENWOOD,MS,38930,Leflore,(662) 451-5172,4,For profit,03/01/2005 00:00,40,33.51246,-90.198963
331,42009,REGENCY HOSPITAL OF NORTHWEST ARKANSAS,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,Washington,(479) 713-7000,6,For profit,11/25/2003 12:00:00 AM,50,36.186549,-94.15304
332,52033,VIBRA HOSPITAL OF SACRAMENTO,330 MONTROSE DRIVE,FOLSOM,CA,95630,Sacramento,(916) 351-9151,9,For profit,03/04/1992 00:00,58,38.675957,-121.147656
333,62015,KINDRED HOSPITAL - DENVER SOUTH,2525 S DOWNING ST 3RD FLOOR,DENVER,CO,80210,Denver,(303) 715-7373,8,For profit,10/01/2000 00:00,65,39.761849,-104.880625
334,122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,HONOLULU,HI,96816,Honolulu,(808) 733-8000,9,Government,01/01/1969 00:00,9,21.325852,-157.845315
335,312014,"MATHENY SCHOOL  &  HOSPITAL, THE",65 HIGHLAND AVENUE,PEAPACK,NJ,7977,Somerset,(908) 234-0011,2,Non-profit,07/09/1976 00:00,102,40.715782,-74.654054
336,142014,VIBRA HOSPITAL OF SPRINGFIELD,701 N WALNUT,SPRINGFIELD,IL,62702,Sangamon,(217) 528-1217,5,For profit,09/01/2011 00:00,50,39.763908,-89.670832
337,222002,CURAHEALTH STOUGHTON,909 SUMNER STREET 1ST FLOOR,STOUGHTON,MA,2072,Norfolk,(781) 848-2600,1,For profit,07/01/1966 00:00,221,42.119006,-71.10365
338,392044,SELECT SPECIALTY HOSPITAL - PITTSBURGH/UPMC,"200 LOTHROP STREET, MUH E824",PITTSBURGH,PA,15213,Allegheny,(412) 586-9821,3,For profit,07/01/2004 00:00,32,40.439753,-79.976592
339,452095,SOLARA HOSPITAL MCALLEN,301 WEST EXPRESSWAY 83-8TH FLOOR,MC ALLEN,TX,78503,Hidalgo,(956) 632-4880,6,For profit,10/01/2005 00:00,78,27.754252,-97.173385
340,322004,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6600,6,Government,03/01/2009 00:00,20,32.322443,-106.656276
341,32001,SELECT SPECIALTY HOSPITAL PHOENIX,"350 WEST THOMAS ROAD, 3RD FLOOR",PHOENIX,AZ,85013,Maricopa,(602) 406-6810,9,For profit,06/08/1993 00:00,48,33.572162,-112.087966
342,172004,PROMISE HOSPITAL OF OVERLAND PARK,6509 WEST 103RD STREET,OVERLAND PARK,KS,66212,Johnson,(913) 649-3701,7,Government,06/01/1995 00:00,56,38.889042,-94.690584
343,262013,SELECT SPECIALTY HOSPITAL-ST LOUIS,300 FIRST CAPITOL DRIVE,SAINT CHARLES,MO,63301,St. Charles,(314) 768-3400,7,For profit,11/01/2000 00:00,33,38.635699,-90.244582
344,212003,DEER'S HEAD CENTER,315 DEER'S HEAD HOSPITAL ROAD,SALISBURY,MD,21802,Wicomico,(410) 543-4000,3,Government,06/26/1991 12:00:00 AM,66,38.376867,-75.588403
345,452111,ATRIUM MEDICAL CENTER AT CORINTH,2813 S MAYHILL ROAD 2ND FLOOR,DENTON,TX,76208,Denton,(940) 320-2300,6,For profit,10/17/2007 12:00:00 AM,60,33.215139,-97.141687
346,362019,"SELECT SPECIALTY HOSPITAL-CINCINNATI, INC","375 DIXMYTH AVE, 15TH FLOOR",CINCINNATI,OH,45220,Hamilton,(513) 862-4444,5,Non-profit,08/01/1998 00:00,36,39.139902,-84.506446
347,222047,WHITTIER REHABILITATION HOSPITAL - BRADFORD,145 WARD HILL AVENUE,BRADFORD,MA,1835,Essex,(978) 372-8000,1,For profit,10/01/2005 00:00,60,42.655671,-71.142242
348,32006,"PROMISE HOSPITAL OF PHOENIX, INC.",433 EAST 6TH STREET,MESA,AZ,85203,Maricopa,(480) 427-3001,9,For profit,06/01/2005 00:00,48,33.401926,-111.717379
349,392043,CURAHEALTH HERITAGE VALLEY,1000 DUTCH RIDGE ROAD FLOOR 2,BEAVER,PA,15009,Beaver,(724) 773-8480,3,For profit,07/01/2003 00:00,35,40.744812,-77.216413
350,372009,"SELECT SPECIALTY HOSPITAL - OKLAHOMA CITY, INC",3524 NORTHWEST 56TH STREET,OKLAHOMA CITY,OK,73112,Oklahoma,(405) 606-6700,6,For profit,02/01/1996 00:00,72,35.467079,-97.513657
351,192016,SPECIALTY HOSPITAL,"309 JACKSON STREET, 7TH FLOOR",MONROE,LA,71201,Ouachita,(318) 966-4126,6,For profit,07/01/1995 00:00,32,32.519552,-92.077482
352,102022,SELECT SPECIALTY HOSPITAL GAINESVILLE INC,2708 SW ARCHER RD,GAINESVILLE,FL,32608,Alachua,(352) 586-5303,4,For profit,08/01/2008 00:00,44,29.678831,-82.345878
353,252009,REGENCY HOSPITAL OF HATTIESBURG,6051 US HIGHWAY 49 5TH FLOOR,HATTIESBURG,MS,39404,Forrest,(601) 288-8510,4,Government,06/01/2004 00:00,33,31.309957,-89.377151
354,152018,KINDRED HOSPITAL NORTHERN INDIANA,215 W 4TH ST STE 200,MISHAWAKA,IN,46544,St. Joseph,(574) 252-2000,5,Non-profit,07/01/2001 00:00,32,41.671733,-86.166296
355,192035,LOUISIANA EXTENDED CARE HOSPITAL OF NATCHITOCHES,501 KEYSER AVE 4TH FLOOR,NATCHITOCHES,LA,71457,Natchitoches,(318) 354-2044,6,For profit,03/28/2002 12:00:00 AM,21,31.734564,-93.10059
356,52032,KINDRED - LOS ANGELES,5525  W SLAUSON AVENUE,LOS ANGELES,CA,90056,Los Angeles,(310) 642-0325,9,For profit,01/29/1992 12:00:00 AM,81,34.019394,-118.410825
357,102025,KINDRED HOSPITAL THE PALM BEACHES,5555 W BLUE HERON BLVD,RIVIERA BEACH,FL,33418,Palm Beach,(561) 840-0754,4,For profit,06/01/2009 00:00,70,26.782614,-80.072151
358,452023,KINDRED HOSPITAL HOUSTON MEDICAL CENTER,6441 MAIN ST,HOUSTON,TX,77030,Harris,(713) 790-0500,6,For profit,02/01/1992 00:00,110,29.780472,-95.386342
359,222046,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS,1400 STATE STREET,SPRINGFIELD,MA,1109,Hampden,(413) 787-6700,1,For profit,04/13/2001 12:00:00 AM,174,42.115454,-72.539978
360,452029,CONTINUE CARE HOSPITAL AT HENDRICK MEDICAL CENTER,1900 PINE ST 5TH FLOOR,ABILENE,TX,79601,Taylor,(325) 670-5151,6,Non-profit,09/01/1993 00:00,46,32.454514,-99.738147
361,22001,ST ELIAS SPECIALTY HOSPITAL,4800 CORDOVA STREET,ANCHORAGE,AK,99503,Anchorage,(907) 561-3333,10,For profit,01/01/2008 00:00,60,61.177549,-149.274354
362,342018,SELECT SPECIALTY HOSPITAL DURHAM INC,3643 NORTH ROXBORO ROAD 6TH FLOOR,DURHAM,NC,27704,Durham,(919) 470-9010,4,For profit,02/01/2004 00:00,30,35.980964,-78.905647
363,492008,HAMPTON ROADS SPECIALTY HOSPITAL,245 CHESAPEAKE AVENUE,NEWPORT NEWS,VA,23607,Newport News City,(757) 534-5000,3,Non-profit,05/01/2006 00:00,25,37.076166,-76.521968
364,222007,HEBREW REHABILITATION CENTER,1200 CENTRE STREET,BOSTON,MA,2131,Suffolk,(617) 325-8000,1,Non-profit,07/01/1966 00:00,675,42.33196,-71.020173
365,152007,KINDRED HOSPITAL INDIANAPOLIS,1700 W 10TH ST,INDIANAPOLIS,IN,46222,Marion,(317) 636-4400,5,For profit,02/01/1994 00:00,59,39.776664,-86.145935
366,102030,SELECT SPECIALTY HOSPITAL DAYTONA BEACH,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,FL,32117,Volusia,(386) 231-3907,4,For profit,12/01/2015 00:00,34,29.197328,-81.088145
367,102026,FLORIDA HOSPITAL AT CONNERTON LONG TERM ACUTE CARE,9441 HEALTH CENTER DR,LAND O LAKES,FL,34637,Pasco,(813) 971-6000,4,For profit,11/01/2009 00:00,50,28.479207,-82.529658
368,452046,PLAZA SPECIALTY HOSP,1300 BINZ,HOUSTON,TX,77004,Harris,(713) 285-1000,6,For profit,01/01/1995 00:00,65,29.780472,-95.386342
369,142011,PRESENCE HOLY FAMILY MEDICAL CENTER,100 NORTH RIVER ROAD,DES PLAINES,IL,60016,Cook,(847) 297-1800,5,Non-profit,03/01/2006 00:00,238,42.035118,-87.901072
370,102028,PROMISE HOSPITAL OF FLORIDA AT THE VILLAGES,5050 COUNTY ROAD 472,OXFORD,FL,34484,Sumter,(352) 689-6402,4,For profit,07/01/2012 00:00,40,29.180314,-82.148787
371,452087,SELECT SPECIALITY HOSPITAL OF LONGVIEW,700 EAST MARSHALL AVE FIRST FLOOR WEST WING,LONGVIEW,TX,75601,Gregg,(903) 315-1111,6,For profit,06/05/2003 00:00,32,32.519305,-94.76481
372,452015,KINDRED HOSPITAL DALLAS,9525 GREENVILLE AVENUE,DALLAS,TX,75218,Dallas,(214) 355-2600,6,For profit,12/17/1987 12:00:00 AM,140,32.794176,-96.765503
373,192037,HOUMA - AMG SPECIALTY HOSPITAL,629 DUNN STREET,HOUMA,LA,70360,Terrebonne,(985) 274-0001,6,For profit,05/31/2002 12:00:00 AM,40,29.57863,-90.708032
374,112017,"LANDMARK HOSPITAL OF ATHENS, LLC",775 SUNSET DRIVE,ATHENS,GA,30606,Clarke,(706) 425-1518,4,For profit,02/01/2009 00:00,42,33.949597,-83.370088
375,452074,KINDRED HOSPITAL TOMBALL,505 GRAHAM DRIVE,TOMBALL,TX,77375,Harris,(281) 765-2622,6,For profit,03/22/2000 12:00:00 AM,288,30.097358,-95.61941
376,152027,VIBRA HOSPITAL OF FORT WAYNE,2200 RANDALLIA DRIVE 5TH FLOOR,FORT WAYNE,IN,46805,Allen,(260) 399-2900,5,For profit,09/01/2008 00:00,48,41.088173,-85.14388
377,182008,CONTINUECARE HOSPITAL AT BAPTIST HEALTH PADUCAH,"2501 KENTUCKY AVENUE, 5TH FLOOR",PADUCAH,KY,42003,McCracken,(270) 575-2100,4,Non-profit,04/01/2016 00:00,37,37.070892,-88.644477
378,492011,UVA HEALTH SCIENCES CENTER,2965 IVY ROAD,CHARLOTTESVILLE,VA,22908,Charlottesville City,(434) 924-7897,3,Non-profit,07/01/2011 00:00,40,38.037658,-78.485381
379,12009,"NOLAND HOSPITAL BIRMINGHAM II, LLC",50 MEDICAL PARK EAST DRIVE 8TH FLOOR,BIRMINGHAM,AL,35235,Jefferson,(205) 838-5100,4,Government,03/27/2003 12:00:00 AM,45,33.527444,-86.799047
380,102032,LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,1285 CREEKSIDE BLVD E,NAPLES,FL,34108,Collier,(239) 478-8398,4,For profit,04/01/2016 00:00,50,26.14994,-81.795215
381,342017,ASHEVILLE SPECIALTY HOSPITAL,428 BILTMORE AVENUE 4TH FLOOR,ASHEVILLE,NC,28802,Buncombe,(828) 213-1127,4,For profit,11/01/2003 00:00,34,35.570977,-82.552738
382,262017,"SELECT SPECIALTY HOSPITAL SPRINGFIELD, INC",1630 EAST PRIMROSE,SPRINGFIELD,MO,65804,Greene,(417) 881-1657,7,For profit,11/01/2008 00:00,44,37.194152,-93.291305
383,42008,CHRISTUS DUBUIS HOSPITAL OF FORT SMITH,"7301 ROGERS AVENUE, # 4",FORT SMITH,AR,72903,Sebastian,(479) 314-4900,6,Non-profit,05/29/2003 12:00:00 AM,25,35.349276,-94.370883
384,452073,KINDRED HOSPITAL- SAN ANTONIO CENTRAL,111 DALLAS STREET  4TH FLOOR,SAN ANTONIO,TX,78205,Bexar,(210) 297-7182,6,Non-profit,09/27/2000 12:00:00 AM,44,29.472403,-98.525142
385,232027,KINDRED HOSPITAL DETROIT,4777 E OUTER DRIVE,DETROIT,MI,48234,Wayne,(313) 369-5800,5,For profit,12/01/1999 00:00,77,42.383037,-83.102237
386,232038,SELECT SPECIALTY HOSPITAL-GROSSE POINTE,22101 MOROSS ROAD,DETROIT,MI,48236,Wayne,(313) 640-2220,5,For profit,01/01/2007 00:00,30,42.383037,-83.102237
